id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
731,Eason & Son,148,95,12.9,8.3,-3.7,https://easoncorporate.com/pdf/Easons_Gender_Pay_2023.pdf,2023,-6.7,-1.2,NULL,NULL,7.2,11.8,55.6,42.9,69,31,65,35,75,25,68,32,69,31,NULL
732,eBay,149,26.9,8.3,11.1,0.5,https://static.ebayinc.com/assets/Uploads/Documents/2023-eBay-IRL-GPG-Report.pdf,2023,-31.4,-2.5,0.2,8.6,91.6,92.5,93.4,85.4,52.9,47.1,50.7,49.3,51.4,48.6,49.1,50.9,NULL,NULL,NULL
733,Enterprise Rent-A-Car,157,59.4,23.9,38.3,6.9,https://www.enterprise.ie/content/dam/eu-brand/eu-pdfs/ireland/GPG-Ireland-2023.pdf,2023,-50.9,-53.3,0.5,0.3,69.8,58,35.3,42.8,34.4,65.6,37.1,62.9,32.6,67.4,25.6,74.4,NULL,NULL,NULL
734,Fiserv Ireland,172,9,18,8,27,https://www.fiserv.com/content/dam/fiserv-com/legal-documents/Fiserv%20Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,NULL,NULL,20,20,98,98,91,93,48,52,36,64,16,84,18,81,NULL,NULL,NULL
735,Foróige,176,NULL,6,NULL,4,https://www.foroige.ie/sites/default/files/foroige_gender_pay_gap_2023.pdf,2023,4,11,NULL,NULL,NULL,NULL,NULL,NULL,76,24,81,19,74,26,73,27,76,24,NULL
736,General Motors IT Services (Ireland) Ltd,184,44.87,9.94,4.92,1.11,https://search-careers.gm.com/media/ptbflsai/gm-ireland-2023-pay-gap-reporting-narrative-final-draft-12-15-23-w_missing-table-23816051-1-v2.pdf,2023,NULL,NULL,7.69,2.36,90.4,87.6,86.5,84.2,20,80,20.6,79.4,20.8,79.2,18.3,81.7,NULL,NULL,NULL
737,Go-Ahead Ireland,189,-81.72,-0.96,0,6.32,https://images-goaheadireland.passenger-website.com/downloads/Gender%20Pay%20Gap%20Report%202023.pdf,2023,0.93,0.93,100,100,100,100,NULL,NULL,13.33,86.67,12.37,87.63,5.67,94.33,9.23,90.77,NULL,NULL,NULL
738,HSBC Ireland (both legal entities),211,40,19,29,17,https://www.about.hsbc.ie/-/media/ireland/en/231220-gender-pay-gap-report-2023.pdf,2023,NULL,NULL,NULL,NULL,94,94,92,92,49,51,57,43,46,54,37,63,NULL,NULL,NULL
739,HubSpot,212,37.6,20.4,48.6,25.3,https://drive.google.com/file/d/1DUrw5wm6bAfxV_Z8nKw8x5FD7Q5bdGkP/view,2023,NULL,NULL,NULL,NULL,97.9,97.4,100,100,52.5,47.5,53,47,39.1,60.9,28.7,71.3,NULL,NULL,NULL
740,JLL Ireland,236,3.1,7.9,5.9,11.6,https://www.jll.ie/content/dam/jll-com/documents/pdf/other/emea/ireland/jll-ie-gender-pay-gap-report-2023-final.pdf,2023,-67.9,-67.9,NULL,NULL,78.4,84.2,59.5,66.7,37.7,62.3,32.3,67.7,18.7,81.3,26.5,73.5,NULL,NULL,NULL
741,JPMSE Dublin Branch,239,31.98,8.8,16.12,13.07,https://www.jpmorgan.com/content/dam/jpmorgan/documents/global/disclosures/nov23-ireland-gender-pay-gap-report.pdf,2023,NULL,NULL,NULL,NULL,92.71,91.39,83.68,88.28,48.88,51.12,48.3,51.7,37.5,62.5,28.41,71.59,43,57,NULL
742,Global Shares,188,74.95,11.89,5.78,6.69,https://www.jpmorgan.com/content/dam/jpmorgan/documents/global/disclosures/nov23-ireland-gender-pay-gap-report.pdf,2023,-91.17,-86.71,29.7,-28.33,86.86,77.63,77.71,72.81,40.59,59.41,52.48,47.52,51.59,48.51,29,71,NULL,NULL,NULL
743,Keywords International Ltd. (Dublin Studio),245,72.5,33.1,62.8,9,https://www.keywordsstudios.com/download/file/a3ZzYmFZOVNKK3dpa3dBTXlmaDY3QT09/Gender-Pay-Gap-report-2023/,2023,-7.3,0.1,17.5,6.6,50,59,14,24,51,49,51,49,44,56,30,70,44,56,NULL
744,Kingspan Limited,249,13.88,8.73,0,8.72,https://www.kingspan.com/content/dam/kingspan-group-website/documents/policies/kingspan-gender-pay-gap-report-en-ie.pdf,2023,12,-40,NULL,NULL,47.65,48.05,35,24.25,21,79,16,84,27,73,24,76,NULL,NULL,NULL
745,Linesight,260,37.03,18.46,0,24.56,https://assets.ctfassets.net/1lsus2dflm8x/72D4VkVZcDL43skXfFfDlE/15a8dc03eddfbf10175d939655741045/Linesight_Gender_Pay_Gap_Report_2023_-_20_Dec_2023__2_.pdf,2023,20.04,15.26,16.32,37.12,85.78,83.33,31.25,26.54,42,58,39,61,21,79,23,77,31.2,68.8,NULL
746,M&S Ireland,263,21.1,5.3,14.3,1.1,https://asset1.cxnmarksandspencer.com/is/content/mands/Diversity_Inclusion_And_The_Gender_Pay_Gap_Ireland_2023.pdf,2023,-7.9,-2.7,2.1,0.5,91.8,88.9,NULL,NULL,71.6,28.4,74.8,25.2,72.3,27.7,68.9,31.1,72,28,NULL
747,MUFG Investor Services Ireland,287,11.5,6.2,7,4.2,https://www.mufg-investorservices.com/wp-content/uploads/mufg-ireland-gender-pay-gap-external-2023-final.pdf,2023,-59.2,-66.4,NULL,NULL,77,79,93,97,45,55,42,58,43,57,37,63,42,58,NULL
748,National Transport Authority,296,NULL,4.95,NULL,4.89,https://www.nationaltransport.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-2023.pdf,2023,-14.68,-16.75,NULL,NULL,NULL,NULL,NULL,NULL,50,50,32,68,35,65,33,67,37,63,NULL
749,Ornua Co-operative Ltd,307,51,32,59,30,https://www.ornua.com/wp-content/uploads/2023/12/Ornua-Gender-Pay-Gap-Report-2023-FINAL.pdf,2023,NULL,NULL,0,-31,74,77,80,84,61,39,64,36,41,59,36,64,50,50,NULL
750,Orwell Healthcare,308,0,-9,-27,-1,https://orwellhealthcare.ie/wp-content/uploads/2024/01/Gender-Pay-Gap-Report-2023.pdf,2023,-16,2,NULL,NULL,84,80,26,27,71,29,74,26,74,26,77,23,74,26,NULL
751,Public Appointments Service (PAS),321,NULL,-20.88,NULL,-19.16,https://www.publicjobs.ie/documents/Public_Appointments_Service_Gender_Pay%20_Gap_Report_2023.pdf,2023,-2.51,-58.06,-0.33,0,NULL,NULL,NULL,NULL,59.46,40.54,47.3,52.7,68.92,31.08,77.03,22.97,63,37,NULL
752,Ryanair,333,50,45,6,4,https://investor.ryanair.com/wp-content/uploads/2023/12/Ryanair-Gender-Pay-Gap-Report-2023.pdf,2023,32,-22,-27,-71,76.28,26.76,NULL,NULL,29.54,70.46,40.05,59.95,52.45,47.55,10.73,89.27,32,68,NULL
753,Savills Ireland,339,82,49,54,23,https://www.savills.ie/pdf/04-gender-pay-gap-report.pdf,2023,-29,23,-52,23,69,69,69,75,56,44,67,33,62,38,32,68,NULL,NULL,NULL
754,Smurfit Kappa,345,-29.1,-10.6,-161.1,-13,https://www.smurfitkappa.com/ie/-/m/files/policies/ie/smurfit-kappa-gender-pay-gap-report-ireland.pdf?rev=bca05177832c49d493178c992504ae2c,2023,21.8,35.4,16.9,21.3,73.2,84.6,27.4,14.9,33,67,17,83,23,77,40,60,NULL,NULL,NULL
755,Takeda,357,9.3,6.8,-6.1,6.3,https://assets-dam.takeda.com/image/upload/v1702058551/legacy-dotcom/siteassets/en-ie/home/corporate-responsibility/Takeda_Ireland_Limited_Gender_Pay_Gap_report__December_2023.pdf,2023,NULL,NULL,-2.2,-1.2,93.3,94.5,77.5,79.7,39,61,40,60,31,69,29,71,NULL,NULL,NULL
756,Tailte Éireann (formerly Property Registration Authority),320,NULL,2.52,NULL,-1.5,https://www.tailte.ie/document-library/corporate-governance-documents/te-gender-pay-gap-report_2023.pdf,2023,-11.38,-4.86,1.58,2.1,NULL,NULL,NULL,NULL,49,51,61,39,63,37,49,51,55,45,NULL
757,Technological University of the Shannon (TUS),362,NULL,9.7,NULL,9.7,https://tus.ie/app/uploads/ProfessionalServices/EDI/TUS-Gender-Pay-Gap-Report-2023-Final.pdf,2023,18.2,13.4,-4.3,-6.6,NULL,NULL,NULL,NULL,57,43,58,42,51,49,44,56,52,48,NULL
758,The Environmental Protection Agency,369,NULL,10.7,NULL,10.3,https://www.epa.ie/publications/corporate/careers/gender-pay-gap-report-2023-.pdf,2023,1.8,1.6,-13.1,-0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,40,NULL
759,Trinity College Dublin,379,NULL,8.8,NULL,11,https://www.tcd.ie/hr/gender-pay-gap/tcd-gender-pay-gap-report-2023.pdf,2023,9.4,8.5,2.8,2.8,NULL,NULL,0.37,0.52,62,38,59,41,55,45,50,50,57,44,NULL
760,Workday,401,32.3,19.9,33.3,18,https://www.workday.com/en-gb/legal/ireland-gender-pay-gap-report.html,2023,NULL,NULL,NULL,NULL,90.8,92.4,96.9,98.4,41,59,33,67,38,72,15,85,NULL,NULL,NULL
761,WTW (all legal entities),403,55.7,31.1,39.6,19.5,https://web.archive.org/web/20240115232446/https://www.wtwco.com/-/media/wtw/notices/ireland-gender-pay-gap-report-2023.pdf?modified=20231219142553,2023,63.4,67,25.6,0.2,89,91.6,32.7,44.4,56.6,43.4,62,38,48.9,51.1,31.4,68.6,NULL,NULL,NULL
762,Zurich (3 legal entities),407,52,30,35,34,https://web.archive.org/web/20240115232825/https://www.zurich.ie/-/media/project/zurichie/zurichmainsite/sustainability/reports/zurich-ireland-gender-pay-gap-2023.pdf,2023,NULL,NULL,NULL,NULL,86,90,97,96,62,38,61,39,48,52,33,67,51,49,NULL
765,Cappagh National Orthopaedic Hospital,549,NULL,23.01,NULL,4.35,https://nohc.ie/wp-content/uploads/2023/01/GPG-Final.pdf,2022,57.57,43.5,18.69,26.24,NULL,NULL,NULL,NULL,71.43,28.57,80.45,19.55,82.71,17.29,62.88,37.12,NULL,NULL,NULL
766,ARYZTA Bakeries Ireland,551,-43.9,11.9,-165.2,16.8,https://aryzta.ie/wp-content/uploads/2023/12/AFSI-ABI-Gender-Paygap-Report-2023-1.pdf,2023,13.7,33.4,NULL,NULL,31,64,1,1,57,43,33,67,25,75,25,75,NULL,NULL,NULL
767,A&L Goodbody (excluding equity partners),2,41.4,21.3,30.8,24.8,https://www.algoodbody.com/images/uploads/services/Employment/Gender_Pay_Gap_report_2023_FINAL.pdf,2023,-20.9,-22.1,-0.4,-0.2,46.5,58.2,91.4,85.2,61.3,38.7,80.2,19.8,66.5,33.5,55.5,44.5,66,34,NULL
768,Apple Ireland (all legal entities),30,17,10,3,4,https://www.apple.com/ie/legal/more-resources/docs/ie-gender-pay-gap-report-2023.pdf,2023,-33,-7,-8,-21,88,88,99,99,48,52,43,57,44,56,38,62,NULL,NULL,NULL
769,Astellas Ireland (all legal entities),45,-16.1,4.1,1.9,14.2,https://www.astellas.com/ie/system/files/astellas_2023_ire_gender_pay_gap_report_v2.0.pdf,2023,-91.9,-71.7,-11.5,-3,83.7,88.8,87.1,93.6,63,37,46,54,48,52,21,79,NULL,NULL,NULL
770,Aurivo Co-operative Society Ltd,47,3.9,1.6,-2,-5.5,https://www.aurivo.ie/wp-content/uploads/2024/01/SF-Aurivo-Gender-Pay-Gap-2023-v1.pdf,2023,-8.5,12.5,15.6,15.2,55,52,3,3.8,20,80,11,89,27,73,16,84,19,81,NULL
771,Autodesk,46,16.1,10.73,9.72,2.73,https://damassets.autodesk.net/content/dam/autodesk/www/pdfs/autodesk-gender-pay-gap-report-ireland-2023.pdf,2023,NULL,NULL,NULL,NULL,94.57,94.7,100,100,52.86,47.14,42.86,57.14,51.43,48.57,37.14,62.86,NULL,NULL,NULL
772,Becton Dickinson: ClearStream Technologies Limited,60,40,5.4,18,3.7,https://web.archive.org/web/20240116132833/https://www.bd.com/documents/international/corporate/ClearStream%20Technologies%20Ltd%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,NULL,NULL,NULL,NULL,88,88,NULL,NULL,56,44,57,43,46,54,50,50,NULL,NULL,NULL
773,BMS (BMS Ireland),64,23.4,18,9.4,13.9,https://www.bms.com/assets/bms/ireland/documents/Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,NULL,NULL,18.2,-0.6,81.3,83.9,92.3,94.4,67.1,32.9,53.1,46.9,45.4,54.6,39.3,60.7,NULL,NULL,NULL
774,BMS (Swords Laboratories Ireland),65,24.2,18.6,8,14.2,https://www.bms.com/assets/bms/ireland/documents/Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,NULL,NULL,18.6,-0.1,80.4,83.6,91.9,94.3,66.8,33.2,52.4,47.6,44.4,55.6,39.4,60.6,NULL,NULL,NULL
775,Canada Life Group Services,78,62.4,26.6,41.2,16,https://assets-eu-01.kc-usercontent.com/ffd8d21b-ebd4-0151-55d5-297335c8f50f/1454e8e2-63d3-4828-a87d-b29ccccc64f2/Canada%20Life%20Group%20Services%20Gender%20Pay%20Report%202023.pdf,2023,30.6,44.3,-10.9,-8.8,89.8,85.8,11.5,14.4,54.74,45.26,40.31,59.69,38.22,61.78,31.25,68.75,41.1,58.9,NULL
776,Cappagh National Orthopaedic Hospital,549,NULL,18.54,NULL,-2.37,https://nohc.ie/wp-content/uploads/2023/12/GPG-Report-2023-Final.pdf,2023,59.53,50.34,3.92,16.54,NULL,NULL,NULL,NULL,69.44,30.56,78.47,21.53,88.19,11.81,65.03,34.97,75,25,NULL
777,Central Statistics Office (CSO),85,NULL,8.2,NULL,3.5,https://www.cso.ie/en/media/csoie/releasespublications/documents/corporatepublications/CSO_Gender_Pay_Gap_Report_2023.pdf,2023,-0.6,-9.8,1.6,0.6,NULL,NULL,NULL,NULL,53.9,46.1,59,41,64,36,44.7,55.3,55,45,NULL
778,Creganna Medical Ireland Limited,106,14.4,11.6,9.5,7.9,https://www.te.com/content/dam/te-com/documents/about-te/corporate-responsibility/global/CregannaGenderPayGapReport2023.pdf,2023,13.4,3.4,-6.3,1.7,89.4,89.5,65.8,63.2,48.4,51.6,42.2,57.8,38.6,61.4,29.2,70.8,40,60,NULL
779,Uniphar: McCauley Pharmacy,532,34.95,38.08,4.51,20.95,https://www.mccauley.ie/mccauley-gender-pay-report,2022,3.41,3.07,-0.83,-3.03,62.82,74.73,1.11,8.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.5,14.5,NULL
780,Tirlán (formerly Glanbia Ireland),374,28.9,14.7,-11.3,8.9,https://www.tirlan.com/sites/default/files/2023-12/tirlan-gender-pay-gap-report-2023_0.pdf,2023,1.5,-56.5,8,-3.4,52,62,9,14,26,74,33,67,22,78,23,77,26.2,73.8,NULL
781,South East Technological University,350,NULL,12.03,NULL,23.1,https://www.wit.ie/images/uploads/About_PDF/SETU_Gender_Pay_report_2023.pdf,2023,31.2,72.3,1.8,7.9,NULL,NULL,NULL,NULL,64,36,60,40,41,59,53,47,54.3,45.7,NULL
782,Screwfix Republic of Ireland,340,15.3,4.6,18.3,1.2,https://media.screwfix.com/is/content/ae235/Content%20Management/PDF%20downloads/Screwfix%20ROI%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,1.4,0.3,NULL,NULL,10.1,15.4,2.5,3.7,48,52,42,58,40,60,29,71,40,60,NULL
783,Salesforce Ireland,334,37,9,37,12,https://web.archive.org/web/20240117120216/https://www.salesforce.com/eu/company/equality/,2023,-35,-32,-12,-1,93,96,96,99,45,55,44,56,33,67,31,69,37,63,NULL
784,Primark (Penneys),319,57.1,15.2,40.2,-1.8,https://primark.a.bigcontent.io/v1/static/primark-gender-pay-report-2023,2023,-5.9,-8.6,-0.6,0.5,9.6,16.5,11,18.6,78.5,21.5,80.2,19.8,85.4,14.6,75.8,24.2,78,22,NULL
785,Novartis: Novartis Ireland Limited,301,27,10.8,28.7,11.8,https://www.novartis.com/ie-en/sites/novartis_ie/files/Novartis%20Gender%20Pay%20Gap%20Narrative%202023.pdf,2023,24.1,50.8,42.4,50.8,97.1,98.3,97.8,97.8,71.8,28.2,57.8,42.2,49.6,50.4,45.9,54.1,56,44,NULL
786,Louth and Meath Education and Training Board,552,NULL,4.56,NULL,2.02,https://www.lmetb.ie/wp-content/uploads/2023/01/ETB-Gender-pay-gap-statement-2022-English-Version.pdf,2022,9.21,14.8,NULL,NULL,NULL,NULL,NULL,NULL,50.23,49.77,50.95,49.05,42.65,57.35,50.23,49.77,69,31,NULL
787,NOVAS,553,NULL,4.32,NULL,0.97,https://www.novas.ie/wp-content/uploads/2023/12/Novas-Gender-Pay-Report-2023-FINAL.pdf?x71087,2023,-5.09,-0.24,NULL,NULL,NULL,NULL,NULL,NULL,69.6,30.4,69.6,30.4,68.1,31.9,65.7,34.3,NULL,NULL,NULL
788,NOVAS,553,NULL,3.84,NULL,0.63,https://www.novas.ie/wp-content/uploads/2023/01/Novas-Gender-Pay-Report-2022.pdf,2022,-5.09,-2.61,NULL,NULL,NULL,NULL,NULL,NULL,68.1,31.9,67.7,32.3,67.7,32.3,66.2,33.8,NULL,NULL,NULL
789,Longford and Westmeath Education and Training Board,554,NULL,0.8,NULL,8.76,https://www.lwetb.ie/wp-content/uploads/2023/01/LWETB-Gender-Pay-Gap-Statement-2022.pdf,2022,-12.34,40.74,NULL,NULL,NULL,NULL,NULL,NULL,51.64,48.36,51.82,48.18,49.65,50.35,55.88,44.12,69.92,30.08,NULL
790,Ability West,535,NULL,-1.66,NULL,-9.2,https://static1.squarespace.com/static/58a315316b8f5bf7981d0c21/t/642413a0710b854607829541/1680085930179/Gender+Pay+Gap+Report+-+December+2022.pdf,2022,-10.64,-16.94,0.96,-5.22,NULL,NULL,NULL,NULL,75,25,81,19,87,13,80,20,81,19,NULL
791,Aecom,536,30.1,17.1,46.7,25.7,https://publications.aecom.com/media/files/gender_pay_gap/2022/aecom_ireland_gender-pay-gap-report_2022.pdf,2022,-32,-52,-41.3,-16.6,39,36,93,89,41,59,37,63,28,72,19,81,31,69,NULL
792,Analog Devices,537,33,22.6,33.5,19.6,https://www.analog.com/media/en/company-csr/2022-ireland-pay-gap-analysis.pdf,2022,16,0.2,NULL,NULL,77,83.7,81.4,87.8,30.6,69.4,27.2,72.8,17.6,82.4,11.6,88.4,NULL,NULL,NULL
793,Analog Devices,537,32.9,21.9,41.2,2.05,https://www.analog.com/media/en/company-csr/2023-ireland-pay-gap-analysis.pdf,2023,-22.6,2.9,NULL,NULL,97.9,98.6,99,99.7,30.7,69.3,22.4,77.6,13.4,86.6,12.3,87.7,NULL,NULL,NULL
794,Argos,538,13.51,2.83,2.96,1.45,https://www.about.sainsburys.co.uk/~/media/Files/S/Sainsburys/documents/roi-pay-gap-2021-22.pdf,2022,0.33,-4.43,10.8,-0.08,86.83,82.09,0.3,0.37,52.32,47.68,60.93,39.07,53.33,46.67,53.33,44.67,NULL,NULL,NULL
795,Atlantic Technological University (formerly Galway-Mayo Institute of Technology),539,NULL,9.7,NULL,7.7,https://www.atu.ie/sites/default/files/2023-02/ATU%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,7.5,15.1,9.5,16.2,NULL,NULL,NULL,NULL,63.5,36.5,59.6,40.4,53,47,47.5,52.5,55.9,44.1,NULL
796,Atlantic Technological University (formerly Galway-Mayo Institute of Technology),539,NULL,9.6,NULL,12.6,https://www.atu.ie/sites/default/files/2024-01/atu-gender-pay-gap-report-2023-.pdf,2023,12.5,10.1,13.4,25.9,NULL,NULL,NULL,NULL,64,36,58,42,53,47,48,52,56,44,NULL
797,Aviva Group Services,555,40.9,25.1,34.6,25.2,https://web.archive.org/web/20230403113325/https://static.aviva.io/content/dam/aviva-public/ie/pdfs/gender-pay-gap-report-2022.pdf,2022,72.1,82.8,1.2,-0.8,84.6,87.4,77,74.4,60,40,68,32,48,52,37,63,53,47,NULL
798,Aviva Group Services,555,43.4,22.1,27,21.9,https://web.archive.org/web/20240113140550/https://static.aviva.io/content/dam/aviva-public/ie/pdfs/gender-pay-gap-report-2023.pdf,2023,74.1,76.2,-10.8,-5.5,89.9,88,68.5,71.1,59,41,69,31,52,48,37,63,NULL,NULL,NULL
799,Axa Insurance,540,26.5,14.3,17,8.8,https://www.axa.ie/download/axa-insurance-dac-gender-pay-report-2022.pdf,2022,0.8,-15,NULL,NULL,89,90,18,21,52,48,55,45,60,40,41,59,52,48,NULL
800,Axa Insurance,540,17.5,11.3,1.3,-0.5,https://www.axa.ie/download/axa-insurance-dac-gender-pay-gap-report-2023.pdf,2023,-2.2,-8,NULL,NULL,91,89,17,20,53,47,49,51,63,37,41,59,52,48,NULL
801,B&Q Ireland,541,71,12.8,0,-2.6,https://media.diy.com/is/content/KingfisherDigital/Brand-roi-gender-pay-gap~218fe1c32b2ef3707e80cafbe10b253093446d70pdf,2022,-0.1,-4.2,-4.7,-2,93.9,85.6,22.3,17.3,45,55,51,49,61,39,46,54,51,49,NULL
802,Beacon Hospital,542,49.13,6.74,0,-1.53,https://www.beaconhospital.ie/wp-content/uploads/2023/01/Beacon-Hospital-Gender-Pay-Gap-Report-2022.pdf,2022,-3.54,4.58,8.58,21.1,83.9,78.7,45.51,39.91,68,32,75,25,78,22,67,33,72,28,NULL
803,Beacon Hospital,542,35.62,8.96,0,-3.15,https://www.beaconhospital.ie/wp-content/uploads/2024/01/Beacon-Hospital-Gender-Pay-Gap-Report-2023.pdf,2023,18.1,-30.3,0.07,12.82,78.41,73.63,47.34,42.19,68.47,31.53,71.46,28.54,77.12,22.88,66.75,33.25,72,28,NULL
804,BOC Gases Ireland,543,12,9,-115,8,https://www.boconline.ie/en/images/BOC-gender-pay-gap-report-Ireland_tcm674-673700.pdf,2023,-110,-107,100,100,98,97,95,98,16,84,12,88,8,92,11,89,NULL,NULL,NULL
805,Bon Secours,544,NULL,15.15,NULL,-5.19,https://www.bonsecours.ie/contentFiles/Bon_Secours_Gender_Pay_Gap_Report_2022.pdf,2022,13.28,-34.54,12.71,-14.56,NULL,NULL,0.03,0.74,81,19,82,18,88,12,79,21,84,16,NULL
806,Boots,545,63.29,27.94,36,4.41,https://boots.scene7.com/is/content/Boots/PDFs/Boots%20Ireland%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,-2.5,-3.26,4.24,0.25,85.63,80.48,0.62,2.39,90.39,9.61,90.2,9.8,89.65,10.35,83.39,16.61,88.4,11.6,NULL
807,Boots,545,67.56,17.96,33.15,4.28,https://boots.scene7.com/is/content/Boots/PDFs/Boots%20Ireland%20GPG%20Report%202023.pdf,2023,-12.59,-11.27,-0.64,2.04,83.27,75.84,0.65,2.23,86.75,13.25,91.71,8.29,90.11,9.89,83.95,16.05,88.1,11.9,NULL
808,Boyle Sports,546,60,13.5,19.5,2,https://jobs.boylesports.com/wp-content/uploads/2023/12/BoyleSports_Gender_Pay_Gap_Report_2023.pdf,2023,-1.7,0.2,NULL,NULL,55.3,44.7,3.8,4.4,61.5,38.6,50.9,49.2,57.4,42.5,49.4,50.7,54.8,45.2,NULL
809,Boyle Sports,546,NULL,19.75,64.15,3.65,https://web.archive.org/web/20230516162233/https://jobs.boylesports.com/wp-content/uploads/2023/01/Boylesports-Gender-Pay-Report-Final-Version-2022.pdf,2022,-3.83,-0.59,NULL,NULL,50.86,49.14,NULL,NULL,62.91,37.09,53.89,46.11,61.48,38.52,47.54,52.46,56.46,43.54,NULL
810,Brothers of Charity,547,NULL,-3.13,NULL,-7.05,https://www.brothersofcharity.ie/pdfs/2022-Gender-Pay-Gap-Report.pdf,2022,-8.7,-10.09,-4.7,-12.09,NULL,NULL,NULL,NULL,73.59,26.41,73.19,26.81,76.61,23.39,76.21,23.79,NULL,NULL,"Actual pay rather than pay gap provided, so mean and median figures had to be calculated."
811,Brothers of Charity,547,NULL,-3.48,-8.09,-8.099,https://www.brothersofcharity.ie/pdfs/2023-Gender-Pay-Gap-Report.pdf,2023,-9.41,-14.95,-3.85,-4.87,NULL,NULL,NULL,NULL,72.58,27.42,77.49,22.51,79.64,20.36,81.18,18.82,NULL,NULL,"Actual pay rather than pay gap provided, so mean and median figures had to be calculated."
812,Bus Eireann,548,7.2,-10.2,0,-5.6,https://www.buseireann.ie/pdf/1671724009-Gender-Pay-Gap-Report-2022.pdf,2022,6.2,25,0.9,4.8,15.1,48.6,2.2,3.2,12.2,87.8,4.7,95.3,3.9,96.1,19.7,80.3,NULL,NULL,NULL
813,Bus Eireann,548,7.3,-11.8,0,-9.8,https://www.buseireann.ie/pdf/1703174244-BE-GenderPayGap_Report-2023-FINAL.pdf,2023,-10.4,-22.8,9,18.2,88.1,91.2,7,17,11.7,88.3,5.1,94.9,2.5,97.5,22.2,77.8,NULL,NULL,NULL
814,Carey Glass,556,63.1,0.69,18.45,3.87,https://www.careyglass.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022.pdf,2022,NULL,NULL,NULL,NULL,52,76,7,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,82,NULL
815,Carriglea Cairde Service,557,NULL,3.31,NULL,-0.46,http://carrigleaservices.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022.pdf,2022,1.45,1,NULL,NULL,NULL,NULL,NULL,NULL,84.7,15.3,84.5,15.5,85.9,14.1,86.1,13.9,85.3,14.7,NULL
816,Carriglea Cairde Service,557,NULL,4.11,NULL,-1.04,http://carrigleaservices.com/wp-content/uploads/2023/11/CCS-Gender-Pay-Gap-Report-2023.pdf,2023,2.5,0.06,NULL,NULL,NULL,NULL,NULL,NULL,86.7,13.3,82.4,17.6,85.3,14.7,85.3,14.7,84.9,15.1,NULL
817,Cavan and Monaghan Education and Training Board,558,NULL,6.54,NULL,5.69,https://www.cmetb.ie/wp-content/uploads/2023/01/CMETB-Gender-Pay-Gap-Report-2022.pdf,2022,-13.88,6.5,NULL,NULL,NULL,NULL,NULL,NULL,51.45,48.55,50.18,49.82,47.57,52.43,52.44,46.56,74,26,NULL
818,Central Remedial Clinic,559,NULL,-16.89,NULL,-28.96,https://www.crc.ie/assets/files/pdf/crc_gpg_report.pdf,2022,0,-46.3,-3.3,-7.73,NULL,NULL,NULL,NULL,64.58,35.42,71.88,28.12,90.62,9.38,84.38,15.62,74,26,NULL
819,Cheshire Ireland,560,NULL,1.25,NULL,-1.2,https://static1.squarespace.com/static/5f4e4f19345cdb2453f34f31/t/63c01c7bcf425f01973ae30f/1673534590540/Gender+Pay+Gap+Report+2022.pdf,2022,-4.06,-3.41,-1.67,3.01,NULL,NULL,NULL,NULL,73.3,26.7,72.16,27.84,79.55,20.45,78.98,21.02,NULL,NULL,NULL
820,Concentrix,561,NULL,0.7,NULL,24.53,https://www.concentrix.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-Ireland.pdf,2022,17.8,19.36,NULL,NULL,58.6,61.3,NULL,NULL,47,53,43,57,47,53,43,57,46.2,53.8,NULL
821,Cope Foundation,562,NULL,-3.34,NULL,-3.61,https://www.cope-foundation.ie/Portals/0/Gender%20Pay%20Gap%20Report.pdf,2022,-19.48,-32.14,4.91,2.4,NULL,NULL,NULL,NULL,88.44,11.56,80.92,19.08,81.21,18.79,82.32,17.68,83,17,Cope Foundation does not pay bonuses or BIK.
822,Core Media,563,0,14.72,0,13.34,https://static1.squarespace.com/static/618ed4140aeae666976e4752/t/65845cc7e581504d042e63c6/1703173321935/Core+Gender+Pay+Gap+2022.pdf,2022,NULL,NULL,NULL,NULL,100,100,84,86,56,44,57,43,59,41,44,56,54,46,NULL
