year,meanBonus,meanHourly,medianBonus,medianHourly,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale
2022,5.31,-2.69,-100,-8.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,66.2,34.7,43.8,31.9,-22.8,18.1,-6.2,-11.1,86.1,87.1,94.4,95.7
2022,74.03,40.61,31.39,31.94,NULL,NULL,-38.34,-28.08,92.9,77.35,84.7,83.43
2022,-157.4,5.4,-892.6,14.3,-16.4,-4.4,NULL,NULL,16,20,27,8
2022,6.7,7,37,0.3,41.7,29.4,NULL,NULL,51,53,6,6
2023,18.8,10.2,17.9,2.9,NULL,NULL,NULL,NULL,89.3,61.5,8.7,7.7
2023,71.4,14.4,41.76,2.25,160.7,63.4,NULL,NULL,14.7,12.2,16.9,7.6
2022,16.73,14.8,0,10.1,0.68,NULL,NULL,NULL,95.7,96.3,18.6,23
2022,NULL,-3.39,NULL,-3.21,-3.23,-1.48,-9.9,-14.8,NULL,NULL,NULL,NULL
2022,NULL,31.09,NULL,8.91,57.57,62.33,45.91,37.68,NULL,NULL,0.35,2.73
2022,17.9,0.79,10.61,-1.31,-48.86,-48.89,0.08,-1.65,NULL,NULL,27.7,26.2
2022,NULL,5.91,NULL,4.55,-0.83,0,NULL,NULL,NULL,NULL,2.72,2.75
2022,34.2,4.2,-46.6,-1.5,-3.4,-1.9,-5.1,6.6,99.4,99.2,1,1.6
2022,38.71,14.95,49.35,10.66,-0.52,1.28,NULL,NULL,NULL,NULL,NULL,NULL
2022,38.8,17.6,57.1,18.6,71,70.2,3.6,-1.9,75.1,75.3,90.8,88.2
2022,10.4,3.4,20.3,7.5,28.7,35.2,5.2,5.3,84.9,70.2,13.6,10.2
2022,8.9,2.9,20,7.5,35.4,35.4,5.2,5.3,84.8,70.4,13.9,10.1
2022,11.92,7.72,-25,3.04,10.39,12.52,2.4,0.66,50.43,45.5,30.77,33.39
2023,1.01,1.88,-10,-4.74,-22.02,-20.21,-18.77,-0.71,61.24,67.08,55.81,50.27
2022,32.53,31.86,28.98,66.49,NULL,NULL,NULL,NULL,87.33,88.36,NULL,NULL
2022,NULL,11,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,48.74,18.58,36.8,18.09,NULL,NULL,NULL,NULL,91,87,86,85
2023,49.5,26.7,48.2,27.8,NULL,NULL,NULL,NULL,90,88,91,91
2022,0,25.97,0,9.19,0,0,39.29,3.78,0,0,0,0
2022,NULL,3.3,NULL,-0.2,-12.7,-10.3,12.2,7.8,NULL,NULL,NULL,NULL
2022,NULL,8.07,NULL,-19.8,-36.89,-48.49,-15.07,8.74,NULL,NULL,NULL,NULL
2022,-5.3,5.9,-7.6,-2.1,-66.1,-68.21,-12,-27.8,90,89,96,94
2023,-5.6,5.8,-12.7,-4.5,-5.2,-48.7,2.3,2.6,87,88,94,95
2022,-24.5,5.35,25.44,20.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,9.7,0.4,6.5,-0.1,-3.3,-2.1,-1.3,-3.7,5.3,8.7,0,1.3
2022,NULL,1.16,NULL,2.48,-1.22,-0.29,-26.14,5.07,NULL,NULL,NULL,NULL
2022,0,21.63,0,11.08,-26.98,-1.94,2.55,24.33,NULL,NULL,0.71,3.27
2022,0,-0.1,0,-20.45,-0.64,-32.72,11.25,-15.96,NULL,NULL,NULL,NULL
2023,NULL,1.84,NULL,-13.37,6.26,-34.5,20.36,4.41,NULL,NULL,NULL,NULL
2022,NULL,19.83,NULL,5.61,0,0,0,0,NULL,NULL,NULL,NULL
2022,65,26,23,12,-30,-35,-11,2,89,93,NULL,NULL
2022,49,18,21,8,-30,-35,-11,2,89,93,NULL,NULL
2022,35.4,18,35.8,13.1,-50,-103.2,-45.6,-46.3,89,85.3,89.1,83.6
2023,38,15,25.3,8.5,-48.3,-158,-50.6,-68.1,88.3,87.1,90.4,91.3
2022,-19,-12,-14,-19,NULL,NULL,NULL,NULL,70,61,NULL,NULL
2022,NULL,26.3,NULL,33,-100,-100,12,-3,NULL,NULL,NULL,NULL
2022,73.91,12.99,80.83,11.04,NULL,NULL,NULL,NULL,8.7,7.6,NULL,NULL
2022,85.6,57.4,47.2,28.9,NULL,NULL,-23.9,-200,80.2,81,84.9,84.2
2023,41.7,12.4,-9.1,-11.2,NULL,NULL,-12.2,-18.2,62.4,75.1,100,100
2022,38.31,4.82,1.49,1.84,1.1,-6.27,-0.25,0,77.6,77.9,23,19
2022,34,7.1,8,-0.2,-15.4,-2.1,12.1,8.6,87,88,68,66
2023,36,11.7,0.6,3.1,-13.2,-5.4,-2.1,-0.5,92,91,49,43
2022,14.6,31.1,19.9,34.3,37.4,48.3,30.7,46.9,79,89.5,92.2,95.3
2022,1.1,3.9,0.7,6,-4,-1.5,-16,0.1,85,85,82.4,83.2
2022,53.6,28.2,33.8,26.3,4,-2.5,15,7.2,86.5,87.7,67.2,66.7
2022,-96.52,-12.88,1.05,-23.31,-67.15,-3.82,68.82,21.61,66.94,89.57,84.3,78.07
2023,-85.41,-15.06,13.87,-27.18,44.82,44.82,70.99,39.35,69.53,89.11,82.81,84.14
2022,42.4,26,48,28,23.7,32.3,-28.8,-38.6,58.4,67.7,100,100
2023,11.9,14.9,87,17.5,-8.2,-17.1,-14.3,3.4,61.7,62.2,100,100
2022,NULL,18.6,NULL,15.5,35.8,8.6,3.6,-4.1,NULL,NULL,NULL,NULL
2022,5.96,9.13,-4.95,10.06,-36,-22,8,3.13,87.6,87.59,86.82,86.39
2022,20.39,13.04,-2.15,6.38,12,63,-100,-100,81.88,78.89,85.51,68.84
2022,9.5,9.16,9.88,14.39,42,47,8,10.59,85.09,90.79,85.96,80.92
2022,62.92,21.64,47.43,22.71,0.23,12.88,NULL,NULL,43.5,29.7,95.2,97.1
2022,89.2,37,0,30.6,NULL,NULL,NULL,NULL,90.7,82.7,2.3,19.8
2022,42.2,25.1,39.1,22.3,NULL,NULL,NULL,NULL,93.6,94.2,84.5,88
2023,NULL,15,NULL,26,-89,-179,NULL,NULL,NULL,NULL,0,0.4
2023,19.9,17.6,-25,25.3,-2,27.6,-11.1,-0.1,33,36,92,93
2023,NULL,-1.87,NULL,-1.72,-2.34,-3.49,-2.18,0.11,NULL,NULL,NULL,NULL
2023,-89.43,-3.38,0.45,1.33,15.71,33.67,NULL,NULL,54.1,55.3,0.51,0.73
2023,NULL,-4.35,NULL,-6.7,-18.88,-30.58,1.01,2.69,NULL,NULL,NULL,NULL
2023,13.04,2.89,0.47,0.56,0.18,-0.77,4.07,2.44,94.25,92.75,0.38,0.48
2023,39,20.1,36.3,17.6,NULL,NULL,NULL,NULL,96.8,95.3,88.2,90.1
2023,81,,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,11.85,11.81,-3.69,12.74,NULL,NULL,8,11.24,85.96,92.25,86.99,88.14
2023,34.65,12.26,-9.7,2.11,48,48,18,15.27,84.42,75.7,76.62,75.7
2023,15.63,0.36,10.4,-13.46,NULL,NULL,-11,-29.84,68.28,76.33,68.28,75.74
2023,-38.28,15.8,-13.54,27.79,NULL,NULL,7,1.72,91.89,95.45,81,96
2023,-17.15,-3.25,49.56,7.98,NULL,NULL,NULL,NULL,81.25,84.62,81.25,76.92
2023,51.3,26.5,30,27.5,-3,-0.2,-4.2,-7.7,93.7,95.9,70.9,75.4
2023,57.6,10.1,49.91,-1.7,0,0,0,100,30.73,25.58,71.51,61.63
2023,NULL,28.42,NULL,32.04,-100,-100,23,22,NULL,NULL,NULL,NULL
2023,0,22.36,0,6.21,-35.6,-2.32,10.53,24.5,NULL,NULL,0.69,3.13
2023,6.5,-2.3,10.8,1.5,-21.7,-10.4,-7.3,-7.3,94.4,94.1,76.3,73.7
2023,81.4,54.1,27.9,29.2,NULL,NULL,14,0,80.2,74.6,84.9,19.4
2023,NULL,2.1,NULL,-0.2,-8.9,-13.6,0.9,-0.5,NULL,NULL,NULL,NULL
2023,18.1,33.6,24.6,35.4,-21.3,-22.7,41.8,63.5,86.9,95.8,87.6,94.7
2023,5.3,-0.13,2.3,3,16.6,4.6,6.7,0,88.9,83.7,89.2,85.1
2023,29.69,29.35,34.6,28.75,NULL,NULL,NULL,NULL,70.06,65.29,NULL,NULL
2023,16.5,8.2,11.7,6.3,8.2,30.9,17.8,20,89.5,89.3,0.8,1
2023,14.8,7.5,11.2,5.9,NULL,NULL,NULL,NULL,89.6,89.2,0.8,1.1
2023,44.4,19.6,58.7,13.5,70.6,76.1,-1.8,-4.5,71.3,73.3,92,92.1
2023,34.6,19.9,5.6,13.9,18,24,20,20,86,86,86,86
2023,-29.3,-6.5,-69.2,0.2,0.6,0.3,-1.3,-0.7,7.9,7.7,3.9,2.1
2023,NULL,-3.96,NULL,-3.58,-2.19,-1.21,-8,-6.99,NULL,NULL,NULL,NULL
2023,42.6,17.4,40,16,45.2,46.8,20.9,2.9,22,20,NULL,NULL
2022,37.6,16.3,30.3,10.7,37,37.6,13.4,4.7,22,23,NULL,NULL
2023,58.4,32.6,33.2,25.2,66.5,6.2,75.7,-12,90.3,89.3,93.6,95.2
2023,22,9,20,4,0,1,6,25,98,97,64,70
2023,65,62,63,15,21,37,0,3,50,64,91,79
2023,85,73,54,31,NULL,NULL,NULL,NULL,66,82,83,60
2023,37.47,13.89,33.33,12.69,38.57,45.89,NULL,NULL,84.85,83.89,93.6,92.28
2023,53.3,21.8,32.8,12.2,1.5,-3.3,-20.6,-54.4,93.8,90.9,27.8,33.2
2023,37.7,25.1,24.6,26.7,NULL,NULL,-39.5,-13.6,93.7,85.5,28.6,27.7
2023,7.69,3.35,4.69,2.56,NULL,NULL,-2.22,-2.48,81,80,95.8,96.7
2023,27.17,1.26,0,-17.11,-72.91,-64.16,1.37,0.07,90.59,84.62,44.53,33.65
2023,28.44,12.2,20.97,10.22,-16.76,-33.89,2.79,-8.83,51.85,48.54,25.93,22.65
2023,64.37,20.44,36.73,19.58,2.67,10.65,NULL,NULL,43.1,29.5,89.1,93.3
2023,7.61,0.3,6.79,-10.71,-55.97,-27.1,15.22,17.29,67,70,46,40
2023,9.98,8,7.21,0.8,2.2,6.8,14.5,13.7,88.65,92.03,NULL,NULL
2023,19.3,10.3,5.2,4.8,NULL,NULL,NULL,NULL,93.3,95.5,92,95.1
2023,43,25,25,19,-66,-9,4,3,97,95,5,6
2023,5.92,9.6,5.83,4.4,31.2,31.8,1.76,2.5,93,91,91,92
2023,71.1,39.6,47.9,26.1,81.8,63.2,73.5,4.1,84.7,87.4,95.4,95.6
2023,3,21,0,19.5,23.3,-21,-26.1,-7.1,0.8,1,95.6,95.9
2023,53.82,9.35,-8.33,-3.91,14.56,7.26,15.36,9.34,6.1,8.93,0.12,0
2023,15.9,8.4,0,-3.33,12.05,-4.39,-86.95,-70.78,3.19,7.14,0.16,7.14
2023,59.65,5.68,8,-8.07,17.9,5.28,47.58,27.82,15.94,9.22,0.15,0
2023,64,9,58,6,NULL,NULL,NULL,NULL,5,5,0.2,2
2023,21.4,25.4,7.8,1.3,0.4,0.1,0.2,0,99.8,98.5,74.3,70.4
2023,1.94,0.33,0,2.28,-3.81,-2.06,NULL,NULL,1.56,1.79,0.78,2.81
2023,65.3,32.7,41.2,20.2,43.2,9.8,0.9,-2.5,70.9,31.5,2.5,7.5
2023,-1.6,4.4,8.7,10.2,-15.9,-23.2,39.4,34,100,100,100,100
2023,55,0.32,-1.25,35.09,-24.21,-15.86,NULL,NULL,4,7,32.11,48.41
2023,-1.58,3.07,-13.3,5.91,-37.71,-17.64,-1.6,-1.03,93.63,93.4,96.74,96.7
2023,7.01,13.77,13.87,14.55,6.5,1.53,NULL,NULL,98.48,97.2,97.73,100
2023,-1.65,3.67,17.01,11.4,NULL,NULL,-11.53,-2.96,84.56,84.23,95.22,93.74
2023,-13.07,2.61,-4.44,4.72,8.99,10.48,26.06,29.29,90.66,90.3,96.69,96.57
2023,15.8,16.5,-8.4,2.5,NULL,NULL,NULL,NULL,100,100,95,91.3
2022,31.4,12.8,-27.2,-0.7,NULL,NULL,-0.2,-7.4,98.2,93.8,98.2,95.5
2023,39,-10.1,21.9,-9.8,NULL,NULL,NULL,NULL,10.7,89.3,10.7,89.3
2023,40,24.1,28.5,28.1,51.7,52.8,8.29,0,32.8,67.2,45.1,54.9
2023,-1.85,28.21,-3.67,-5.82,NULL,NULL,6.65,4.52,29.7,26.8,2.28,0.72
2023,16.9,19.8,-16.9,13.5,-31.7,-11.2,15,-1.7,0.8,6.6,96.6,94
2023,NULL,12.12,NULL,11.07,-45.67,-35.42,-1.48,-1.48,NULL,NULL,NULL,NULL
2023,NULL,6.43,NULL,4.35,-8.42,-15.69,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,-2.56,NULL,-0.44,-32.82,-49.81,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,18.4,NULL,17.4,31.1,3.6,4.5,-1.9,NULL,NULL,NULL,NULL
2023,42.65,10.74,6.67,8.01,10.23,6.97,NULL,NULL,1.21,1.82,0.98,3.83
2023,42.9,2.7,29.8,0.7,-16.4,-18.4,4,0.6,NULL,NULL,NULL,NULL
2023,NULL,2.41,NULL,-1.32,-2.8,-2.41,-3.79,-4.05,NULL,NULL,NULL,NULL
2023,23,13,17,10,-39,-35,0,0,88,89,87,87
2023,-19.2,6.5,15.2,17.2,NULL,NULL,NULL,NULL,99,99.5,77,78
2023,55.6,13.79,31.53,6.76,NULL,NULL,NULL,NULL,23.4,NULL,NULL,NULL
2023,NULL,-6,NULL,-13.55,-3.33,-2.61,-11.49,22.57,NULL,NULL,NULL,NULL
2023,11,12.2,6,13.2,-14.8,-3.8,2.3,3.2,NULL,NULL,86.7,88.7
2023,7.5,-0.7,-4.8,0.1,-0.2,-0.2,NULL,NULL,95.2,93.5,1.1,1.9
2023,48,24.71,33,19.66,-7.25,-26.1,NULL,NULL,NULL,NULL,NULL,NULL
2023,-7.81,19.05,-50,26.57,20.96,26.57,5.78,12.74,5.2,5.7,67.2,70.23
2023,NULL,4.09,NULL,1.9,-3.48,-3.55,7.27,7.25,NULL,NULL,0.6,1.8
2023,3.74,3.05,11.4,-0.27,25.08,12.66,0,0,53.7,53.7,100,100
2023,0,-3.65,0,-16.18,-12.07,-13.6,0,0,0,0,0,0
2023,NULL,-13.08,NULL,-26.89,-35.83,-41.82,-1.16,-11.07,NULL,NULL,NULL,NULL
2023,NULL,9.68,NULL,12.71,8.44,10.91,-27.9,0,NULL,NULL,NULL,NULL
2023,NULL,5.83,NULL,6.26,3.86,2.32,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,9.74,NULL,4.13,5.01,0.69,24.36,37.95,NULL,NULL,NULL,NULL
2023,NULL,10.81,NULL,6.16,4.54,4.54,17.17,3.57,NULL,NULL,NULL,NULL
2023,NULL,4.26,NULL,-1.06,10.38,0.02,0,0,NULL,NULL,NULL,NULL
2023,NULL,5.91,NULL,8.12,5.89,3.3,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,8.45,NULL,12.33,4.61,1.25,0,0,NULL,NULL,NULL,NULL
2023,NULL,10.06,NULL,11.56,-0.39,2.04,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,3.42,NULL,-1.71,2.3,-0.35,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,8.13,NULL,9.04,5.03,0.6,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,3.62,NULL,-1.38,3.23,-0.67,-1.6,-1.8,NULL,NULL,NULL,NULL
2023,47.08,32.34,41.52,36.09,6.82,3.15,0,0,58.59,93.6,1.01,4.73
2023,0,37.89,100,46.13,0,0,0,0,0,2.2,0,33.33
2023,0,8.86,0,0.11,0.29,0.08,-0.78,-0.78,0,0,0,8.33
2023,0,0,0,100,0,0,0,0,0,0,0,0
2023,-486,23,-458,19,22,20,NULL,33,10,8,100,100
2023,-7.7,4.3,NULL,4.4,NULL,NULL,16.7,19.1,91.1,92.9,93.1,97.4
2023,55.88,7.18,51.26,10.12,NULL,NULL,NULL,NULL,28,23,0,7
2023,60.5,18.77,18.18,10.3,NULL,NULL,NULL,NULL,28,47,2,6
2023,40.32,8.33,49.8,8.92,NULL,NULL,NULL,NULL,16,47,1,1
2023,32.32,-0.11,42.82,1.6,NULL,NULL,NULL,NULL,68,44,9,22
2023,38.03,4.13,42.88,9.89,NULL,NULL,NULL,NULL,70,74,1,4
2023,28.8,4.46,46.51,3.25,NULL,NULL,NULL,NULL,85,94,0,0
2023,NULL,26.1,NULL,5,17.3,-9,21.3,20.1,NULL,NULL,NULL,NULL
2023,NULL,2.72,NULL,-1.74,2.65,0.33,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,20.12,NULL,-0.82,-3.84,-57.05,27.02,36.64,NULL,NULL,NULL,NULL
2023,47.7,3,0,-7.9,-7.3,-8,0.9,-0.7,87.7,78.1,24.6,16.5
2023,-8.09,0.36,12.62,12.62,NULL,NULL,NULL,NULL,74,91,8,5
2023,NULL,5,NULL,3.49,-0.74,0.72,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,1.9,NULL,-3.08,7.56,0.04,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,9.19,NULL,10.45,4.64,1.23,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,1.69,NULL,-1.36,1.29,-0.06,NULL,NULL,NULL,NULL,NULL,NULL
2023,13.9,12.5,13.2,11.3,-1,22.7,NULL,NULL,96,94,19,23
2023,2.03,-7.79,21.2,-6.18,0,0,NULL,NULL,93.39,89.24,2.48,1.58
2023,46,29,73,35,NULL,NULL,NULL,NULL,20,25,0,0.75
2022,73,29,82,35,NULL,NULL,NULL,NULL,11,24,0,0.45
2023,NULL,8.46,NULL,11.56,NULL,NULL,-2.2,-2.45,NULL,NULL,NULL,NULL
2022,NULL,13.03,NULL,11.19,NULL,NULL,-3.51,0.75,NULL,NULL,NULL,NULL
2022,50,28.5,19.3,27.1,2.7,5,0.7,0.7,77,78,80.3,86.1
2023,38.4,23.3,8.6,22.1,-11.5,-38.6,41.1,29.1,80.1,91.4,82.4,92.6
2023,40,28,11,14,NULL,NULL,NULL,NULL,92,93,NULL,NULL
2023,14,7,14,9,-2,1,3,27,100,100,99,99
2023,-72,-27,15,18,NULL,NULL,NULL,NULL,100,100,100,100
2023,94.68,10.94,87.25,4.57,NULL,NULL,NULL,NULL,8.9,7.9,NULL,NULL
2023,-0.21,4.21,2.28,-2.58,-7.31,-2.8,-19.81,-8.12,83.01,76.23,15.75,12.79
2022,NULL,-3.34,NULL,4.54,2.03,4.54,NULL,NULL,NULL,NULL,NULL,NULL
2022,71.1,14.9,90.2,0.5,0.6,1,5.6,-10.7,28.8,23.8,2.75,4.8
2023,76.5,39.1,92.82,13.9,5.4,-3.5,NULL,NULL,16,25,6,25
2022,26.2,5.8,7.4,-0.4,-0.7,-0.4,2.7,1.2,64,60.9,100,100
2023,29,17,31,20,NULL,NULL,NULL,NULL,7,6,76,89
2022,-6,10,0,16,NULL,NULL,NULL,NULL,79,89,73,92
2023,40.4,1.4,0,1.6,-5.5,-1.1,3.9,2.6,82,81,2,4
2022,25.5,1.12,-43.61,-5.49,-6.77,-6.98,-21.72,-32.83,16.16,19.18,0.08,4.42
2023,NULL,-18.8,NULL,-25.5,NULL,NULL,NULL,NULL,0,0.4,0,1.1
2023,41,31,43,28,-8.6,-13,-28,-10,33,45,99,100
2022,44.23,12.51,6.84,-0.4,-5.73,-1.66,-1.08,-2.11,79.52,77.1,13.69,13.74
2023,NULL,18.98,NULL,-25.34,16.15,-53.27,21.04,-20.81,NULL,NULL,NULL,NULL
2023,30.51,-14.6,63.87,-12.4,-12,-10,NULL,NULL,2.76,2.81,0.69,2.67
2023,NULL,26.82,NULL,8.17,36.96,-9.79,43.09,24.58,NULL,NULL,NULL,NULL
2023,40.96,20.86,32.95,16.43,15.94,31.1,-9.58,0,99.51,99.69,98.21,97.34
2023,29.6,14,43.6,9.5,NULL,NULL,NULL,NULL,2.3,6.2,NULL,NULL
2023,80,37.41,0,35.81,NULL,NULL,NULL,NULL,12,88,6,94
2023,10.5,3.2,0,-0.8,-1.8,-1.4,0,-0.2,4.5,3.3,0,0.6
2023,NULL,-7.72,NULL,-15.88,-0.89,-0.28,NULL,NULL,NULL,NULL,NULL,NULL
2022,-33,-2.2,5.9,-2.4,NULL,NULL,NULL,NULL,43.2,36.2,NULL,NULL
2023,18.3,1.7,4.6,0.1,-5.5,-5.1,NULL,NULL,75.5,79.2,5.4,4.8
2022,14,3.4,19.3,15.4,NULL,NULL,NULL,NULL,56.1,33.5,NULL,NULL
2022,-36,-7.6,23.9,1.6,-15.2,4.9,NULL,NULL,NULL,NULL,NULL,NULL
2022,61.8,20.34,15.2,0.82,-0.4,-0.3,NULL,NULL,22,31,NULL,NULL
2022,30.45,11.24,0.15,1.59,13.77,-0.72,-2.94,-9.12,51.96,56.86,0,0.2
2022,44.32,16.6,45.66,6.03,0,3.63,4.65,3.63,60,61.26,8.62,6.81
2022,-469.74,-12.6,-886.7,-9,-13.52,-1.84,NULL,NULL,5.97,1.31,16.42,11.59
2022,74.26,3,37.23,-0.34,NULL,NULL,0.4,-0.54,5.76,10.33,0,16.42
2022,59.07,11.6,30.81,3.56,-3.02,8.65,4.26,0.52,13.17,13.23,5.76,5.15
2023,-6.4,0.8,24.7,0.3,-5.8,0.1,NULL,NULL,33,42.8,5.8,11.1
2023,81,4.8,30.6,0.2,NULL,NULL,1.5,0,3.4,9,0,0.4
2023,56.1,10.5,36,6.6,-6.4,-2.6,2.3,0.8,16.1,19,5.6,4.5
2022,20,13.5,34.6,16.2,NULL,NULL,28.3,31.7,72,79,97.7,96.5
2022,NULL,8.33,NULL,4.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,17,25.5,-80,22.05,NULL,NULL,NULL,NULL,42.5,57.5,36.2,63.8
2023,3,20,NULL,19,NULL,NULL,NULL,NULL,12,14,35,40
2022,14.7,-6.9,9.8,-20.2,NULL,NULL,NULL,NULL,89.7,95.3,NULL,NULL
2023,37.9,13.7,1.84,1.56,26.39,0.81,-0.58,5.41,45.2,41.26,0,0
2023,NULL,3.09,NULL,-17.64,-35.86,-45,4.64,-10.61,NULL,NULL,NULL,NULL
2023,36,14,7,-6,32,30,NULL,NULL,88,89,NULL,NULL
2023,5,7,26,-8,30,30,NULL,NULL,87,89,NULL,NULL
2023,101,10.23,47,3.85,0.01,0,NULL,NULL,3.67,5.92,3.11,5.92
2023,74.53,9.25,40,1.22,0.97,-0.31,-3.85,-7.04,3.13,2.73,0,0.34
2023,54,9,32,-0.5,-1,-4.2,3,4.2,NULL,NULL,NULL,NULL
2022,57,9,31,-3,-14,-5,2,3,2,4,NULL,NULL
2022,-43.51,1.7,58.33,0.2,-8.71,1,-5.39,-1,5.51,2.9,0,0
2022,69.23,15.49,-33.33,14.22,12.34,14.52,-23.43,-10.47,2.68,4.76,0,0
2022,41.14,12.89,54.25,14.92,22.37,25.32,NULL,NULL,4.9,3.1,1.27,0.81
2023,56,14,20,3,7,2,NULL,NULL,3.6,5.2,0,1
2022,-14,13,-248,1,5,1,NULL,NULL,2.3,6.3,0,0.7
2023,56,18,33,3,NULL,NULL,NULL,NULL,79,72,NULL,NULL
2022,60,14,9,2,NULL,NULL,NULL,NULL,73,68,NULL,NULL
2022,NULL,12.73,NULL,2.75,-2.83,-1.28,0,0,NULL,NULL,2.21,3.45
2022,5.26,2.58,22.28,0.22,1.11,0.1,NULL,NULL,10.41,9.09,0.97,1.36
2022,39.91,2.42,80.56,1.38,-1.33,0.61,NULL,NULL,6.1,2.02,1.22,0
2023,NULL,8.18,NULL,10.71,14.3,29.67,1.9,-2.68,NULL,NULL,NULL,NULL
2022,NULL,10.45,NULL,12.24,17.99,-12.76,9.09,-2.74,NULL,NULL,NULL,NULL
2023,30,19.1,76.6,21.5,-10.8,-13,NULL,NULL,53,54.1,4.5,9.1
2022,22.4,27.45,25.93,0.53,-67.01,-66.6,-0.38,-1.97,0.56,3.82,20.11,25.95
2023,59.4,12.9,2.4,2,-5.6,0.2,NULL,NULL,22.1,20.3,1.9,1.3
2022,66.1,15.9,44.4,1,-5.2,0.3,NULL,NULL,16.8,16.7,2.2,1.6
2022,18.87,10.32,-125.07,-0.5,13.1,-7.47,NULL,NULL,4.17,9.59,NULL,NULL
2023,19.33,10.88,-255,1.24,-0.45,-0.1,NULL,NULL,3.92,10,NULL,NULL
2022,44.65,9.23,6.69,0,-0.14,1.51,NULL,NULL,4.08,5.1,0,0
2022,92.2,9.5,96,4.7,-1.8,-0.3,NULL,NULL,18,1.1,3.6,3.4
2023,-78.9,7.1,96.2,0.6,-1.8,-0.1,NULL,NULL,31.6,6.9,4.4,5
2023,61.04,8.06,33.33,4,-3.27,0,0,0,6.67,12.41,0.67,3.65
2022,45.7,19.3,9.6,7,-19.7,-51.6,17.4,0.6,2,4.6,1.3,2.5
2022,41.2,17.5,57.1,4.2,-32.4,-64.3,24,-8.2,2.1,4.2,2.1,4.2
2022,0,3.2,0,-0.3,-27.6,-47.6,-23.4,21.2,0,0,0.8,0
2022,0,-14.5,0,-44.1,-10.8,-50.7,1.6,8.1,0,0,0,0
2023,65,19.5,-32,8.3,20.4,2.7,15.1,0,2,5,1,2
2023,0,19,0,8,NULL,NULL,NULL,NULL,5,9,7,2
2022,48,22,-49,10,2,10,NULL,NULL,4,9,2,8
2022,NULL,3.83,NULL,-5.97,6.86,5.5,-9.51,-9.51,NULL,NULL,NULL,NULL
2023,-15,0.5,15.7,0.9,5.6,6.4,NULL,NULL,45,41,4.5,6.1
2022,NULL,15,NULL,1,3,-3,19,22,NULL,NULL,NULL,NULL
2023,NULL,17,NULL,0,12,-10,19,22,NULL,NULL,NULL,NULL
2022,NULL,22,NULL,4,18,0,18,22,NULL,NULL,NULL,NULL
2023,NULL,20,NULL,2,16,-17,15,18,NULL,NULL,NULL,NULL
2022,NULL,10.53,NULL,15.91,0.22,3.86,NULL,NULL,NULL,NULL,NULL,NULL
2023,28,2,0,1,-8.5,0,NULL,NULL,82,77,0,0
2023,-14,-18.7,-80,-1.5,-2,-3,13,-3,33,44,NULL,NULL
2023,55,34,0,22,NULL,NULL,NULL,NULL,95,97,29,56
2023,18.3,9.9,27.6,14.4,NULL,NULL,NULL,NULL,93.51,86.62,90.91,83.64
2022,NULL,-8.29,NULL,-3.39,-42.07,-29.53,NULL,NULL,NULL,NULL,NULL,NULL
2022,16.9,13.3,23.8,13.4,NULL,NULL,NULL,NULL,89.61,94.07,85.71,89.83
2022,42,22,33,37,NULL,NULL,NULL,NULL,69,52,9,10
2022,45.3,22.3,7.1,10.3,NULL,NULL,NULL,NULL,77.5,87.7,78.8,86.1
2023,48.1,22.4,16.2,12.5,NULL,NULL,NULL,NULL,96.3,97.6,86.3,90.1
2022,21,-4,-99,-9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,24.14,NULL,6.52,19.08,-0.75,18.93,15.45,NULL,NULL,NULL,NULL
2022,-25,8.34,-33.21,10.22,NULL,NULL,NULL,NULL,5.16,18.87,1.25,0.94
2022,20.52,7.5,27.66,12.49,2.94,0.72,NULL,NULL,91,88,4.1,3.1
2023,-33,-1.16,12.04,10.06,NULL,NULL,NULL,NULL,85,87,4.49,4.21
2023,-26,-5.8,21,-0.6,-0.5,-0.3,0,0,12,11,4.5,4
2022,-46.7,-3,15.1,0.3,0,0.2,0,0,21,17,6.34,5.17
